,Player,Season,Team,S/C,GP,GS,W,L,T,OT,SA,Svs,GA,Sv%,GAA,TOI,SO,G,A,P,PIM,Birth Year,S/P,Nationality,Draft Round,HOF,Age
3270,Steve Passmore,19981999,EDM,L,6,6,1,4,1,--,183,166,17,0.907,2.82,361:59,0,0,1,1,2,1973,ON,CAN,9,N,25
2296,Steve Passmore,19992000,CHI,L,24,21,7,12,3,--,654,591,63,0.904,2.72,1388:22,1,0,0,0,9,1973,ON,CAN,9,N,26
2880,Steve Passmore,20002001,"LAK,CHI",L,20,16,3,12,2,--,457,406,51,0.888,2.89,1058:14,1,0,0,0,4,1973,ON,CAN,9,N,27
2163,Steve Passmore,20012002,CHI,L,23,16,8,5,4,--,446,403,43,0.904,2.26,1142:13,0,0,1,1,2,1973,ON,CAN,9,N,28
3132,Steve Passmore,20022003,CHI,L,11,9,2,5,2,--,284,246,38,0.866,3.7,616:35,0,0,0,0,4,1973,ON,CAN,9,N,29
3045,Steve Passmore,20032004,CHI,L,9,8,2,6,0,--,221,198,23,0.896,2.89,478:16,0,0,0,0,0,1973,ON,CAN,9,N,30
3879,Steve Penney,19831984,MTL,R,4,4,0,4,0,--,115,96,19,0.835,4.76,239:18,0,0,0,0,0,1961,QC,CAN,8,N,22
575,Steve Penney,19841985,MTL,R,54,54,26,18,8,--,"1,345","1,178",167,0.876,3.09,3244:03,1,0,1,1,8,1961,QC,CAN,8,N,23
2482,Steve Penney,19851986,MTL,R,18,17,6,8,2,--,447,375,72,0.839,4.38,986:52,0,0,0,0,0,1961,QC,CAN,8,N,24
3488,Steve Penney,19861987,WIN,R,7,5,1,4,1,--,133,108,25,0.812,4.6,325:46,0,0,0,0,7,1961,QC,CAN,8,N,25
3167,Steve Penney,19871988,WIN,R,8,5,2,4,1,--,185,155,30,0.838,4.68,384:25,0,0,0,0,0,1961,QC,CAN,8,N,26
3375,Steve Shields,19951996,BUF,L,2,0,1,0,0,--,32,28,4,0.875,3.19,75:11,0,0,0,0,2,1972,ON,CAN,5,N,23
2816,Steve Shields,19961997,BUF,L,13,13,3,8,2,--,447,408,39,0.913,2.96,789:19,0,0,0,0,4,1972,ON,CAN,5,N,24
2825,Steve Shields,19971998,BUF,L,16,10,3,6,4,--,408,371,37,0.909,2.83,784:49,0,0,0,0,17,1972,ON,CAN,5,N,25
1379,Steve Shields,19981999,SJS,L,37,34,15,11,8,--,"1,011",931,80,0.921,2.22,2162:13,4,0,1,1,6,1972,ON,CAN,5,N,26
477,Steve Shields,19992000,SJS,L,67,65,27,30,8,--,"1,826","1,664",162,0.911,2.56,3796:38,4,0,1,1,29,1972,ON,CAN,5,N,27
2379,Steve Shields,20002001,SJS,L,21,16,6,8,5,--,531,484,47,0.911,2.48,1135:16,2,0,0,0,2,1972,ON,CAN,5,N,28
2022,Steve Shields,20012002,ANA,L,33,31,9,20,2,--,850,771,79,0.907,2.67,1777:29,0,0,0,0,4,1972,ON,CAN,5,N,29
1725,Steve Shields,20022003,BOS,L,36,34,12,13,9,--,930,833,97,0.896,2.76,2112:11,0,0,0,0,8,1972,ON,CAN,5,N,30
2912,Steve Shields,20032004,FLA,L,16,10,3,6,1,--,346,304,42,0.879,3.44,732:19,0,0,0,0,6,1972,ON,CAN,5,N,31
3435,Steve Shields,20052006,ATL,L,5,5,1,2,--,1,129,110,19,0.853,4.28,266:09,0,0,0,0,0,1972,ON,CAN,5,N,33
2978,Steve Valiquette,19992000,NYI,L,6,2,2,0,0,--,117,111,6,0.949,1.87,192:49,0,0,0,0,0,1977,ON,CAN,8,N,22
3296,Steve Valiquette,20032004,"EDM,NYR",L,3,2,1,1,0,--,78,70,8,0.897,3.59,133:47,0,0,0,0,0,1977,ON,CAN,8,N,26
3398,Steve Valiquette,20062007,NYR,L,3,1,1,2,--,0,45,39,6,0.867,3.14,114:37,0,0,0,0,0,1977,ON,CAN,8,N,29
2500,Steve Valiquette,20072008,NYR,L,13,10,5,3,--,3,296,271,25,0.916,2.19,685:35,2,0,0,0,2,1977,ON,CAN,8,N,30
2512,Steve Valiquette,20082009,NYR,L,15,12,5,5,--,2,421,382,39,0.907,2.84,823:05,1,0,1,1,2,1977,ON,CAN,8,N,31
3153,Steve Valiquette,20092010,NYR,L,6,5,2,3,--,0,128,109,19,0.852,3.74,304:49,1,0,0,0,0,1977,ON,CAN,8,N,32
3620,Steve Weeks,19801981,NYR,L,1,1,0,1,0,--,22,20,2,0.909,2.04,58:57,0,0,0,0,0,1958,ON,CAN,11,N,22
759,Steve Weeks,19811982,NYR,L,49,47,23,16,9,--,"1,357","1,178",179,0.868,3.77,2848:40,1,0,3,3,0,1958,ON,CAN,11,N,23
2119,Steve Weeks,19821983,NYR,L,18,17,9,5,3,--,491,423,68,0.862,3.92,1040:00,0,0,2,2,0,1958,ON,CAN,11,N,24
1984,Steve Weeks,19831984,NYR,L,26,22,10,11,2,--,663,573,90,0.864,3.98,1357:43,0,0,0,0,4,1958,ON,CAN,11,N,25
1970,Steve Weeks,19841985,HFD,L,24,24,10,12,2,--,726,634,92,0.873,3.8,1454:05,2,0,0,0,0,1958,ON,CAN,11,N,26
1650,Steve Weeks,19851986,HFD,L,27,24,13,13,0,--,721,622,99,0.863,3.85,1542:20,1,0,1,1,9,1958,ON,CAN,11,N,27
1757,Steve Weeks,19861987,HFD,L,25,22,12,8,2,--,613,535,78,0.873,3.42,1367:29,1,0,0,0,0,1958,ON,CAN,11,N,28
1971,Steve Weeks,19871988,"HFD,VAN",L,27,25,10,10,4,--,672,586,86,0.872,3.52,1467:42,0,0,0,0,2,1958,ON,CAN,11,N,29
1826,Steve Weeks,19881989,VAN,L,35,34,11,19,5,--,946,844,102,0.892,2.98,2056:07,0,0,0,0,4,1958,ON,CAN,11,N,30
2747,Steve Weeks,19891990,VAN,L,21,18,4,11,4,--,619,540,79,0.872,4.15,1141:50,0,0,0,0,0,1958,ON,CAN,11,N,31
3979,Steve Weeks,19901991,VAN,L,1,0,0,1,0,--,29,23,6,0.793,6.11,58:54,0,0,0,0,0,1958,ON,CAN,11,N,32
1943,Steve Weeks,19911992,"NYI,LAK",L,30,22,10,7,2,--,702,623,79,0.887,3.69,1283:54,0,0,1,1,2,1958,ON,CAN,11,N,33
3981,Steve Weeks,19921993,OTT,L,7,4,0,5,0,--,144,114,30,0.792,7.22,249:14,0,0,0,0,0,1958,ON,CAN,11,N,34
3393,Stuart Skinner,20202021,EDM,L,1,1,1,0,--,0,38,33,5,0.868,5.03,59:41,0,0,0,0,0,1998,AB,CAN,3,N,22
3581,Ted Ouimet,19681969,STL,L,1,1,0,1,0,--,31,29,2,0.935,2.02,59:21,0,0,0,0,0,1947,QC,CAN,--,N,21
3318,Ted Tucker,19731974,CGS,L,5,2,1,1,1,--,93,83,10,0.892,3.39,176:53,0,0,0,0,0,1949,ON,CAN,--,N,24
3477,Terrance Richardson,19731974,DET,R,9,5,1,4,0,--,163,135,28,0.828,5.35,314:12,0,0,1,1,0,1953,BC,CAN,1,N,20
3497,Terrance Richardson,19741975,DET,R,4,3,1,2,0,--,95,72,23,0.758,6.86,201:14,0,0,0,0,2,1953,BC,CAN,1,N,21
3954,Terrance Richardson,19751976,DET,R,1,1,0,1,0,--,36,29,7,0.806,7.0,60:00,0,0,0,0,2,1953,BC,CAN,1,N,22
3392,Terrance Richardson,19761977,DET,R,5,4,1,3,0,--,137,119,18,0.869,4.02,268:44,0,0,0,0,2,1953,BC,CAN,1,N,23
4021,Terrance Richardson,19781979,STL,R,1,1,0,1,0,--,36,27,9,0.75,9.0,60:00,0,0,0,0,0,1953,BC,CAN,1,N,25
3744,Terry Kleisinger,19851986,NYR,L,4,3,0,2,0,--,109,95,14,0.872,4.42,190:13,0,0,0,0,2,1960,SK,CAN,--,N,25
13,Terry Sawchuk,19501951,DET,L,70,70,44,13,13,--,--,--,138,--,1.97,4200:00,11,0,0,0,2,1929,MB,CAN,--,Y,21
14,Terry Sawchuk,19511952,DET,L,70,70,44,14,12,--,--,--,133,--,1.9,4200:00,12,0,0,0,2,1929,MB,CAN,--,Y,22
285,Terry Sawchuk,19521953,DET,L,63,63,32,15,16,--,--,--,119,--,1.89,3780:00,9,0,0,0,7,1929,MB,CAN,--,Y,23
177,Terry Sawchuk,19531954,DET,L,67,67,35,19,13,--,--,--,129,--,1.93,4003:57,12,0,1,1,31,1929,MB,CAN,--,Y,24
59,Terry Sawchuk,19541955,DET,L,68,68,40,17,11,--,--,--,132,--,1.96,4040:00,12,0,1,1,10,1929,MB,CAN,--,Y,25
775,Terry Sawchuk,19551956,BOS,L,68,68,22,33,13,--,"2,098","1,921",177,0.916,2.6,4078:20,9,0,0,0,20,1929,MB,CAN,--,Y,26
1111,Terry Sawchuk,19561957,BOS,L,34,34,18,10,6,--,"1,015",934,81,0.92,2.38,2040:00,2,0,0,0,16,1929,MB,CAN,--,Y,27
398,Terry Sawchuk,19571958,DET,L,70,70,29,29,12,--,"2,172","1,966",206,0.905,2.94,4197:57,3,0,0,0,31,1929,MB,CAN,--,Y,28
739,Terry Sawchuk,19581959,DET,L,67,67,23,36,8,--,"1,981","1,774",207,0.896,3.09,4019:15,5,0,0,0,12,1929,MB,CAN,--,Y,29
658,Terry Sawchuk,19591960,DET,L,58,58,24,20,14,--,"1,684","1,530",154,0.909,2.66,3476:00,5,0,0,0,22,1929,MB,CAN,--,Y,30
1816,Terry Sawchuk,19601961,DET,L,37,36,11,17,8,--,"1,087",975,112,0.897,3.13,2148:00,2,0,1,1,8,1929,MB,CAN,--,Y,31
1528,Terry Sawchuk,19611962,DET,L,43,43,14,21,8,--,"1,257","1,116",141,0.888,3.28,2580:00,5,0,0,0,12,1929,MB,CAN,--,Y,32
873,Terry Sawchuk,19621963,DET,L,48,48,21,16,7,--,"1,328","1,211",117,0.912,2.54,2759:44,3,0,0,0,14,1929,MB,CAN,--,Y,33
590,Terry Sawchuk,19631964,DET,L,53,53,25,20,7,--,"1,652","1,514",138,0.916,2.64,3139:10,5,0,0,0,0,1929,MB,CAN,--,Y,34
1295,Terry Sawchuk,19641965,TOR,L,36,36,16,13,7,--,"1,082",990,92,0.915,2.56,2160:00,1,0,2,2,24,1929,MB,CAN,--,Y,35
1908,Terry Sawchuk,19651966,TOR,L,27,25,10,11,3,--,829,749,80,0.903,3.16,1519:04,1,0,1,1,12,1929,MB,CAN,--,Y,36
1289,Terry Sawchuk,19661967,TOR,L,28,24,16,6,3,--,794,728,66,0.917,2.81,1409:01,2,0,0,0,2,1929,MB,CAN,--,Y,37
1933,Terry Sawchuk,19671968,LAK,L,36,32,10,17,5,--,912,813,99,0.891,3.07,1933:44,2,0,0,0,0,1929,MB,CAN,--,Y,38
2652,Terry Sawchuk,19681969,DET,L,13,10,4,5,3,--,318,290,28,0.912,2.63,639:44,0,0,0,0,0,1929,MB,CAN,--,Y,39
2871,Terry Sawchuk,19691970,NYR,L,8,6,3,1,2,--,187,167,20,0.893,2.91,411:55,1,0,1,1,0,1929,MB,CAN,--,Y,40
3399,Thatcher Demko,20172018,VAN,L,1,1,1,0,--,0,30,26,4,0.867,3.91,61:21,0,0,0,0,0,1995,CA,USA,2,N,22
2648,Thatcher Demko,20182019,VAN,L,9,8,4,3,--,1,288,263,25,0.913,2.81,534:09,0,0,1,1,0,1995,CA,USA,2,N,23
1576,Thatcher Demko,20192020,VAN,L,27,25,13,10,--,2,822,744,78,0.905,3.06,1529:03,0,0,0,0,0,1995,CA,USA,2,N,24
1296,Thatcher Demko,20202021,VAN,L,35,35,16,18,--,1,"1,164","1,065",99,0.915,2.85,2086:48,1,0,0,0,0,1995,CA,USA,2,N,25
3788,Thomas Greiss,20072008,SJS,L,3,2,0,1,--,1,50,43,7,0.86,3.26,128:49,0,0,0,0,0,1986,--,DEU,3,N,21
2276,Thomas Greiss,20092010,SJS,L,16,11,7,4,--,1,399,364,35,0.912,2.68,782:24,0,0,0,0,2,1986,--,DEU,3,N,23
2002,Thomas Greiss,20112012,SJS,L,19,14,9,7,--,1,472,432,40,0.915,2.3,1042:43,0,0,0,0,2,1986,--,DEU,3,N,25
3248,Thomas Greiss,20122013,SJS,L,6,5,1,4,--,0,153,140,13,0.915,2.53,308:12,1,0,0,0,0,1986,--,DEU,3,N,26
1878,Thomas Greiss,20132014,PHX,L,25,20,10,8,--,5,626,576,50,0.92,2.29,1312:20,2,0,0,0,0,1986,--,DEU,3,N,27
2013,Thomas Greiss,20142015,PIT,L,20,18,9,6,--,3,546,496,50,0.908,2.59,1159:37,0,0,0,0,0,1986,--,DEU,3,N,28
690,Thomas Greiss,20152016,NYI,L,41,38,23,11,--,4,"1,197","1,107",90,0.925,2.36,2287:28,1,0,1,1,2,1986,--,DEU,3,N,29
537,Thomas Greiss,20162017,NYI,L,51,49,26,18,--,5,"1,453","1,327",126,0.913,2.69,2813:17,3,0,1,1,0,1986,--,DEU,3,N,30
1608,Thomas Greiss,20172018,NYI,L,27,25,13,8,--,2,879,784,95,0.892,3.82,1491:45,1,0,0,0,0,1986,--,DEU,3,N,31
688,Thomas Greiss,20182019,NYI,L,43,39,23,14,--,2,"1,185","1,098",87,0.927,2.28,2293:42,5,0,1,1,4,1986,--,DEU,3,N,32
1301,Thomas Greiss,20192020,NYI,L,31,29,16,9,--,4,838,765,73,0.913,2.74,1595:56,0,0,0,0,2,1986,--,DEU,3,N,33
2145,Thomas Greiss,20202021,DET,L,34,29,8,15,--,8,894,815,79,0.912,2.7,1755:09,2,0,0,0,2,1986,--,DEU,3,N,34
3794,Tim Bernhardt,19821983,CGY,L,6,5,0,5,0,--,147,126,21,0.857,4.5,280:00,0,0,0,0,0,1958,ON,CAN,3,N,24
1642,Tim Bernhardt,19841985,TOR,L,37,36,13,19,4,--,"1,118",982,136,0.878,3.75,2174:47,0,0,2,2,4,1958,ON,CAN,3,N,26
2764,Tim Bernhardt,19851986,TOR,L,23,21,4,12,3,--,727,620,107,0.853,5.09,1260:14,0,0,1,1,0,1958,ON,CAN,3,N,27
4056,Tim Bernhardt,19861987,TOR,L,1,0,0,0,0,--,7,4,3,0.571,9.0,20:00,0,0,0,0,0,1958,ON,CAN,3,N,28
3719,Tim Cheveldae,19881989,DET,L,2,2,0,2,0,--,74,65,9,0.878,4.44,121:45,0,0,0,0,0,1968,SK,CAN,4,N,20
1955,Tim Cheveldae,19891990,DET,L,28,27,10,9,8,--,853,752,101,0.882,3.79,1599:40,0,0,1,1,2,1968,SK,CAN,4,N,21
379,Tim Cheveldae,19901991,DET,L,65,60,30,26,5,--,"1,716","1,502",214,0.875,3.55,3615:12,2,0,5,5,2,1968,SK,CAN,4,N,22
91,Tim Cheveldae,19911992,DET,L,72,71,38,23,9,--,"1,978","1,752",226,0.886,3.2,4235:44,2,0,4,4,6,1968,SK,CAN,4,N,23
209,Tim Cheveldae,19921993,DET,L,67,67,34,24,7,--,"1,897","1,687",210,0.889,3.25,3879:47,4,0,4,4,4,1968,SK,CAN,4,N,24
914,Tim Cheveldae,19931994,"DET,WIN",L,44,41,21,17,2,--,"1,212","1,069",143,0.882,3.64,2360:08,2,0,1,1,2,1968,SK,CAN,4,N,25
2221,Tim Cheveldae,19941995,WIN,L,30,26,8,16,3,--,818,721,97,0.881,3.7,1571:20,0,0,1,1,2,1968,SK,CAN,4,N,26
2214,Tim Cheveldae,19951996,WIN,L,30,26,8,18,3,--,948,837,111,0.883,3.93,1694:33,0,0,0,0,0,1968,SK,CAN,4,N,27
3832,Tim Cheveldae,19961997,BOS,L,2,1,0,1,0,--,33,28,5,0.848,3.22,93:09,0,0,0,0,0,1968,SK,CAN,4,N,28
2830,Tim Thomas,20022003,BOS,L,4,3,3,1,0,--,118,107,11,0.907,3.01,219:36,0,0,0,0,0,1974,MI,USA,9,N,28
1673,Tim Thomas,20052006,BOS,L,38,35,12,13,--,10,"1,213","1,112",101,0.917,2.77,2186:37,1,0,1,1,4,1974,MI,USA,9,N,31
363,Tim Thomas,20062007,BOS,L,66,62,30,29,--,4,"1,985","1,796",189,0.905,3.13,3619:19,3,0,0,0,6,1974,MI,USA,9,N,32
422,Tim Thomas,20072008,BOS,L,57,55,28,19,--,6,"1,731","1,595",136,0.921,2.44,3341:59,3,0,0,0,2,1974,MI,USA,9,N,33
123,Tim Thomas,20082009,BOS,L,54,54,36,11,--,7,"1,694","1,580",114,0.933,2.1,3258:49,5,0,1,1,6,1974,MI,USA,9,N,34
1204,Tim Thomas,20092010,BOS,L,43,43,17,18,--,8,"1,221","1,117",104,0.915,2.56,2441:52,5,0,0,0,8,1974,MI,USA,9,N,35
141,Tim Thomas,20102011,BOS,L,57,55,35,11,--,9,"1,811","1,699",112,0.938,2.0,3363:58,9,0,3,3,13,1974,MI,USA,9,N,36
153,Tim Thomas,20112012,BOS,L,59,55,35,19,--,1,"1,659","1,527",132,0.92,2.36,3351:31,5,0,1,1,0,1974,MI,USA,9,N,37
1137,Tim Thomas,20132014,"FLA,DAL",L,48,46,18,24,--,4,"1,390","1,262",128,0.908,2.88,2662:29,0,0,1,1,4,1974,MI,USA,9,N,39
4055,Timo Pielmeier,20102011,ANA,L,1,0,0,0,--,0,12,7,5,0.583,7.5,40:00,0,0,0,0,0,1989,--,DEU,3,N,21
3566,Tobias Stephan,20072008,DAL,L,1,1,0,0,--,1,40,38,2,0.95,1.98,60:38,0,0,0,0,0,1984,--,CHE,2,N,23
3386,Tobias Stephan,20082009,DAL,L,10,5,1,3,--,1,208,181,27,0.87,3.7,437:52,0,0,1,1,0,1984,--,CHE,2,N,24
3656,Tom Askey,19971998,ANA,L,7,3,0,1,2,--,113,101,12,0.894,2.64,272:47,0,0,0,0,0,1974,NY,USA,8,N,23
568,Tom Barrasso,19831984,BUF,R,42,41,26,12,3,--,"1,096",979,117,0.893,2.85,2466:27,2,0,2,2,20,1965,MA,USA,1,N,18
620,Tom Barrasso,19841985,BUF,R,54,54,25,18,10,--,"1,279","1,135",144,0.887,2.67,3235:44,5,0,6,6,41,1965,MA,USA,1,N,19
416,Tom Barrasso,19851986,BUF,R,60,58,29,24,5,--,"1,773","1,559",214,0.879,3.61,3553:37,2,0,4,4,28,1965,MA,USA,1,N,20
1266,Tom Barrasso,19861987,BUF,R,46,44,17,23,2,--,"1,201","1,049",152,0.873,3.66,2488:26,2,0,1,1,22,1965,MA,USA,1,N,21
616,Tom Barrasso,19871988,BUF,R,54,51,25,18,8,--,"1,657","1,484",173,0.896,3.32,3128:40,2,0,1,1,50,1965,MA,USA,1,N,22
1000,Tom Barrasso,19881989,"BUF,PIT",R,54,51,20,22,7,--,"1,725","1,518",207,0.88,4.21,2951:30,0,0,8,8,70,1965,MA,USA,1,N,23
2347,Tom Barrasso,19891990,PIT,R,24,23,7,12,3,--,746,645,101,0.865,4.68,1294:19,0,0,0,0,8,1965,MA,USA,1,N,24
502,Tom Barrasso,19901991,PIT,R,48,47,27,16,3,--,"1,579","1,414",165,0.896,3.59,2753:51,1,0,5,5,40,1965,MA,USA,1,N,25
621,Tom Barrasso,19911992,PIT,R,57,57,25,22,9,--,"1,702","1,506",196,0.885,3.53,3329:29,1,0,4,4,30,1965,MA,USA,1,N,26
20,Tom Barrasso,19921993,PIT,R,63,62,43,14,5,--,"1,885","1,699",186,0.901,3.01,3701:46,4,0,8,8,24,1965,MA,USA,1,N,27
818,Tom Barrasso,19931994,PIT,R,44,44,22,15,5,--,"1,304","1,165",139,0.893,3.36,2481:59,2,0,1,1,42,1965,MA,USA,1,N,28
3659,Tom Barrasso,19941995,PIT,R,2,2,0,1,1,--,75,67,8,0.893,3.84,125:00,0,0,0,0,0,1965,MA,USA,1,N,29
400,Tom Barrasso,19951996,PIT,R,49,48,29,16,2,--,"1,626","1,466",160,0.902,3.43,2799:01,2,0,3,3,18,1965,MA,USA,1,N,30
3786,Tom Barrasso,19961997,PIT,R,5,5,0,5,0,--,186,160,26,0.86,5.79,269:37,0,0,0,0,0,1965,MA,USA,1,N,31
292,Tom Barrasso,19971998,PIT,R,63,61,31,14,13,--,"1,556","1,434",122,0.922,2.07,3542:07,7,0,2,2,14,1965,MA,USA,1,N,32
1063,Tom Barrasso,19981999,PIT,R,43,43,19,16,3,--,993,895,98,0.901,2.55,2306:15,4,0,3,3,20,1965,MA,USA,1,N,33
2224,Tom Barrasso,19992000,"PIT,OTT",R,25,23,8,11,2,--,568,500,68,0.88,3.17,1287:55,1,0,0,0,6,1965,MA,USA,1,N,34
1410,Tom Barrasso,20012002,"CAR,TOR",R,38,35,15,14,5,--,996,903,93,0.907,2.62,2126:47,2,0,0,0,4,1965,MA,USA,1,N,36
3366,Tom Barrasso,20022003,STL,R,6,6,1,4,0,--,132,116,16,0.879,3.27,293:08,1,0,0,0,0,1965,MA,USA,1,N,37
3484,Tom Draper,19881989,WIN,L,2,2,1,1,0,--,66,54,12,0.818,6.0,120:00,0,0,0,0,0,1966,QC,CAN,8,N,22
3174,Tom Draper,19891990,WIN,L,6,6,2,4,0,--,152,126,26,0.829,4.34,359:08,0,0,0,0,0,1966,QC,CAN,8,N,23
1927,Tom Draper,19911992,BUF,L,26,22,10,9,5,--,712,637,75,0.895,3.21,1402:46,1,0,2,2,2,1966,QC,CAN,8,N,25
2578,Tom Draper,19921993,BUF,L,11,11,5,6,0,--,344,303,41,0.881,3.71,663:58,0,0,1,1,2,1966,QC,CAN,8,N,26
3400,Tom Draper,19931994,NYI,L,7,4,1,3,0,--,118,102,16,0.864,4.23,227:03,0,0,0,0,0,1966,QC,CAN,8,N,27
3985,Tom Draper,19951996,WIN,L,1,0,0,0,0,--,14,11,3,0.786,5.37,33:31,0,0,0,0,0,1966,QC,CAN,8,N,29
4054,Tom McCollum,20102011,DET,L,1,0,0,0,--,0,8,5,3,0.625,12.31,14:37,0,0,0,0,0,1989,NY,USA,1,N,21
3203,Tom McCollum,20142015,DET,L,2,0,1,0,--,0,25,24,1,0.96,0.91,65:54,0,0,0,0,0,1989,NY,USA,1,N,25
3589,Tomas Popperle,20062007,CBJ,L,2,0,0,0,--,0,14,13,1,0.929,1.35,44:30,0,0,0,0,0,1984,--,CZE,5,N,22
4037,Tomas Vokoun,19961997,MTL,R,1,1,0,0,0,--,14,10,4,0.714,12.0,20:00,0,0,0,0,0,1976,--,CZE,9,N,20
1694,Tomas Vokoun,19981999,NSH,R,37,32,12,18,4,--,"1,041",945,96,0.908,2.95,1953:33,1,0,1,1,6,1976,--,CZE,9,N,22
2032,Tomas Vokoun,19992000,NSH,R,33,30,9,20,1,--,908,821,87,0.904,2.78,1878:55,1,0,1,1,8,1976,--,CZE,9,N,23
1570,Tomas Vokoun,20002001,NSH,R,37,34,13,17,5,--,940,855,85,0.91,2.44,2088:10,2,0,0,0,2,1976,--,CZE,9,N,24
2527,Tomas Vokoun,20012002,NSH,R,29,21,5,14,4,--,678,612,66,0.903,2.69,1470:33,2,0,0,0,2,1976,--,CZE,9,N,25
587,Tomas Vokoun,20022003,NSH,R,69,68,25,31,11,--,"1,771","1,625",146,0.918,2.2,3974:01,3,0,1,1,28,1976,--,CZE,9,N,26
199,Tomas Vokoun,20032004,NSH,R,73,73,34,29,10,--,"1,958","1,780",178,0.909,2.53,4221:08,3,0,2,2,35,1976,--,CZE,9,N,27
128,Tomas Vokoun,20052006,NSH,R,61,60,36,18,--,7,"1,984","1,824",160,0.919,2.67,3600:51,4,0,2,2,26,1976,--,CZE,9,N,29
464,Tomas Vokoun,20062007,NSH,R,44,44,27,12,--,4,"1,299","1,195",104,0.92,2.4,2601:03,5,0,2,2,4,1976,--,CZE,9,N,30
336,Tomas Vokoun,20072008,FLA,R,69,69,30,29,--,8,"2,213","2,033",180,0.919,2.68,4030:42,4,0,6,6,4,1976,--,CZE,9,N,31
521,Tomas Vokoun,20082009,FLA,R,59,55,26,23,--,6,"1,855","1,717",138,0.926,2.49,3324:03,6,0,1,1,2,1976,--,CZE,9,N,32
691,Tomas Vokoun,20092010,FLA,R,63,62,23,28,--,11,"2,081","1,924",157,0.925,2.55,3695:01,7,0,2,2,0,1976,--,CZE,9,N,33
766,Tomas Vokoun,20102011,FLA,R,57,57,22,28,--,5,"1,753","1,616",137,0.922,2.55,3224:06,6,0,1,1,2,1976,--,CZE,9,N,34
589,Tomas Vokoun,20112012,WSH,R,48,46,25,17,--,2,"1,299","1,191",108,0.917,2.51,2583:09,4,0,2,2,4,1976,--,CZE,9,N,35
1555,Tomas Vokoun,20122013,PIT,R,20,17,13,4,--,0,519,477,42,0.919,2.45,1028:32,3,0,2,2,2,1976,--,CZE,9,N,36
3275,Tommy Salo,19941995,NYI,L,6,6,1,5,0,--,189,171,18,0.905,3.02,358:00,0,0,1,1,0,1971,--,SWE,5,N,23
3411,Tommy Salo,19951996,NYI,L,10,8,1,7,1,--,250,215,35,0.86,4.01,523:27,0,0,0,0,0,1971,--,SWE,5,N,24
962,Tommy Salo,19961997,NYI,L,58,54,20,27,8,--,"1,576","1,425",151,0.904,2.82,3207:42,5,0,1,1,4,1971,--,SWE,5,N,25
718,Tommy Salo,19971998,NYI,L,62,58,23,29,5,--,"1,617","1,465",152,0.906,2.64,3460:48,4,0,1,1,31,1971,--,SWE,5,N,26
607,Tommy Salo,19981999,"NYI,EDM",L,64,63,25,28,9,--,"1,647","1,488",159,0.903,2.57,3717:27,5,0,0,0,12,1971,--,SWE,5,N,27
474,Tommy Salo,19992000,EDM,L,70,67,27,28,13,--,"1,875","1,713",162,0.914,2.33,4164:00,2,0,1,1,8,1971,--,SWE,5,N,28
139,Tommy Salo,20002001,EDM,L,73,72,36,25,12,--,"1,856","1,677",179,0.904,2.46,4364:04,8,0,1,1,4,1971,--,SWE,5,N,29
349,Tommy Salo,20012002,EDM,L,69,68,30,28,10,--,"1,713","1,564",149,0.913,2.22,4034:55,6,0,1,1,2,1971,--,SWE,5,N,30
401,Tommy Salo,20022003,EDM,L,65,65,29,27,8,--,"1,708","1,536",172,0.899,2.71,3814:22,4,0,0,0,4,1971,--,SWE,5,N,31
1156,Tommy Salo,20032004,"EDM,COL",L,49,46,18,21,7,--,"1,160","1,041",119,0.897,2.56,2790:44,3,0,1,1,2,1971,--,SWE,5,N,32
984,Tommy Soderstrom,19921993,PHI,L,44,41,20,17,6,--,"1,327","1,184",143,0.892,3.42,2512:20,5,0,2,2,4,1969,--,SWE,11,N,23
2470,Tommy Soderstrom,19931994,PHI,L,34,29,6,18,4,--,851,735,116,0.864,4.01,1736:12,2,0,0,0,0,1969,--,SWE,11,N,24
2167,Tommy Soderstrom,19941995,NYI,L,26,24,8,12,3,--,717,647,70,0.902,3.11,1350:08,1,0,0,0,2,1969,--,SWE,11,N,25
1846,Tommy Soderstrom,19951996,NYI,L,51,41,11,22,6,--,"1,370","1,203",167,0.878,3.87,2589:34,2,0,0,0,7,1969,--,SWE,11,N,26
4079,Tommy Soderstrom,19961997,NYI,L,1,0,0,0,0,--,0,0,0,--,0.0,0:26,0,0,0,0,0,1969,--,SWE,11,N,27
2494,Tony Esposito,19681969,MTL,R,13,12,5,4,4,--,419,385,34,0.919,2.75,741:51,2,0,0,0,0,1943,ON,CAN,--,Y,25
72,Tony Esposito,19691970,CHI,R,63,63,38,17,8,--,"1,995","1,859",136,0.932,2.17,3759:34,15,0,2,2,2,1943,ON,CAN,--,Y,26
157,Tony Esposito,19701971,CHI,R,57,54,35,14,7,--,"1,554","1,428",126,0.919,2.27,3323:23,6,0,1,1,4,1943,ON,CAN,--,Y,27
286,Tony Esposito,19711972,CHI,R,48,44,31,10,6,--,"1,241","1,159",82,0.934,1.77,2778:19,9,0,1,1,2,1943,ON,CAN,--,Y,28
268,Tony Esposito,19721973,CHI,R,56,56,32,17,7,--,"1,680","1,540",140,0.917,2.52,3334:06,4,0,2,2,0,1943,ON,CAN,--,Y,29
